Student_ID,Name,Section,Parental_Education,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Internet_Access,Extra_Classes,Math_Marks,Science_Marks,English_Marks,Hindi_Marks,SST_Marks,Final_Score,Result,Grade
9371,Karan Kumar Sharma_9371,C,School,4.23,7.28,73.89,Yes,Yes,17.69,15.23,13.61,12.88,46.22,21.12,Fail,F
9372,Simran Singh Verma_9372,C,Graduate,2.22,6.1,100.0,No,No,22.97,29.93,23.63,38.72,38.93,30.84,Fail,F
9373,Amit Raj Yadav_9373,C,Graduate,3.7,8.39,63.0,Yes,Yes,30.82,33.02,31.52,37.18,26.71,31.85,Fail,F
9374,Rahul Dev Gupta_9374,B,School,5.4,4.11,87.17,Yes,No,31.55,36.88,24.71,26.01,30.8,29.99,Fail,F
9375,Priya Prasad Singh_9375,B,Graduate,3.61,5.41,53.32,Yes,No,20.94,27.42,32.41,33.27,38.35,30.48,Fail,F
9376,Sneha Kant Kumar_9376,C,Graduate,1.75,6.93,100.0,Yes,Yes,48.38,29.61,35.3,37.3,23.43,34.8,Pass,C
9377,Arjun Narayan Mishra_9377,C,Graduate,4.06,6.4,80.95,Yes,Yes,27.69,31.84,24.29,31.3,29.66,28.96,Fail,F
9378,Anjali Deep Tiwari_9378,C,School,1.9,5.9,78.59,Yes,No,23.62,33.21,24.11,33.51,23.34,27.56,Fail,F
9379,Vikas Mohan Pandey_9379,C,School,4.04,6.71,84.19,Yes,Yes,20.08,47.77,22.92,22.73,24.28,27.56,Fail,F
9380,Neha Shiv Chauhan_9380,C,School,6.28,5.04,75.97,Yes,No,42.27,16.43,30.63,44.41,0.53,26.85,Fail,F
9381,Rohit Kumar Sharma_9381,C,PhD,2.59,5.26,68.79,Yes,Yes,41.07,36.78,11.1,12.32,46.41,29.54,Fail,F
9382,Pooja Singh Verma_9382,A,School,5.47,6.35,60.94,Yes,Yes,14.91,25.54,49.99,21.45,28.74,28.12,Fail,F
9383,Karan Raj Yadav_9383,C,Graduate,7.07,6.96,78.04,Yes,Yes,11.57,27.04,23.32,28.67,39.88,26.1,Fail,F
9384,Simran Dev Gupta_9384,B,Postgraduate,6.41,5.64,93.8,Yes,No,19.55,28.0,6.64,34.12,13.14,20.29,Fail,F
9385,Amit Prasad Singh_9385,B,Postgraduate,4.16,4.34,47.0,Yes,No,41.62,30.18,55.22,26.11,24.08,35.44,Pass,C
9386,Rahul Kant Kumar_9386,B,Postgraduate,3.13,6.78,100.0,Yes,Yes,26.48,24.46,8.93,27.44,34.03,24.27,Fail,F
9387,Priya Narayan Mishra_9387,C,PhD,4.76,7.08,62.07,Yes,No,16.89,25.82,37.94,23.75,24.89,25.86,Fail,F
9388,Sneha Deep Tiwari_9388,B,School,4.78,5.19,79.64,Yes,Yes,21.95,45.71,43.12,30.95,48.57,38.06,Pass,C
9389,Arjun Mohan Pandey_9389,A,School,5.88,6.03,64.14,Yes,Yes,29.0,29.28,37.39,17.27,29.79,28.55,Fail,F
9390,Anjali Shiv Chauhan_9390,C,School,4.58,7.59,74.13,Yes,Yes,34.76,32.59,17.34,31.9,32.94,29.91,Fail,F
9391,Vikas Kumar Sharma_9391,B,School,5.1,5.11,79.91,Yes,Yes,37.88,32.72,29.95,25.2,20.72,29.29,Fail,F
9392,Neha Singh Verma_9392,A,Graduate,3.14,6.46,72.33,No,Yes,22.37,27.87,27.63,24.1,20.97,24.59,Fail,F
9393,Rohit Raj Yadav_9393,A,School,5.61,5.7,77.68,No,Yes,26.83,28.89,17.07,20.7,20.75,22.85,Fail,F
9394,Pooja Dev Gupta_9394,B,Graduate,2.59,9.0,76.65,Yes,No,13.99,20.18,28.15,24.79,41.81,25.79,Fail,F
9395,Karan Prasad Singh_9395,A,School,3.56,5.03,83.45,No,No,24.31,35.04,50.22,33.33,33.21,35.22,Pass,C
9396,Simran Kant Kumar_9396,B,School,5.4,4.31,82.43,Yes,No,25.02,23.74,37.36,11.07,26.78,24.79,Fail,F
9397,Amit Narayan Mishra_9397,A,Graduate,6.44,7.23,42.48,Yes,Yes,20.22,32.3,40.13,44.6,31.88,33.83,Pass,C
9398,Rahul Deep Tiwari_9398,C,School,5.53,6.11,69.99,Yes,No,6.2,22.45,35.05,24.9,20.19,21.76,Fail,F
9399,Priya Mohan Pandey_9399,C,Graduate,4.45,5.26,95.08,Yes,Yes,26.87,43.87,16.81,39.58,5.62,26.55,Fail,F
9400,Sneha Shiv Chauhan_9400,C,PhD,4.47,5.91,87.67,Yes,Yes,35.97,16.83,34.27,30.58,32.63,30.05,Fail,F
9401,Arjun Kumar Sharma_9401,C,Postgraduate,3.14,8.32,58.27,Yes,Yes,17.17,7.22,43.98,18.55,4.55,18.3,Fail,F
9402,Anjali Singh Verma_9402,C,School,3.95,6.5,69.42,Yes,No,17.2,35.17,27.17,30.09,28.77,27.68,Fail,F
9403,Vikas Raj Yadav_9403,B,Postgraduate,1.63,8.26,71.58,No,Yes,24.83,47.29,21.18,16.76,26.78,27.37,Fail,F
9404,Neha Dev Gupta_9404,C,School,6.99,5.01,71.33,Yes,No,35.95,27.44,28.6,39.0,21.22,30.44,Fail,F
9405,Rohit Prasad Singh_9405,C,Graduate,7.82,7.8,72.58,Yes,No,28.56,19.71,29.93,20.57,10.51,21.86,Fail,F
9406,Pooja Kant Kumar_9406,C,School,1.59,5.34,67.35,Yes,No,32.39,25.41,30.78,21.26,37.78,29.52,Fail,F
9407,Karan Narayan Mishra_9407,C,School,2.35,7.97,60.47,Yes,No,32.7,15.34,20.47,34.07,16.71,23.86,Fail,F
9408,Simran Deep Tiwari_9408,A,PhD,6.54,7.87,100.0,Yes,No,24.18,31.32,25.59,25.22,18.13,24.89,Fail,F
9409,Amit Mohan Pandey_9409,C,School,3.32,5.31,77.73,Yes,No,27.58,31.49,16.49,25.1,32.05,26.54,Fail,F
9410,Rahul Shiv Chauhan_9410,C,Postgraduate,6.58,7.01,71.76,Yes,Yes,17.54,31.66,42.52,27.29,22.59,28.32,Fail,F
9411,Priya Kumar Sharma_9411,B,School,5.63,6.75,86.28,Yes,Yes,10.52,26.37,28.79,45.78,31.19,28.53,Fail,F
9412,Sneha Singh Verma_9412,A,Postgraduate,4.02,7.62,51.61,Yes,Yes,20.83,27.45,39.73,8.18,17.16,22.67,Fail,F
9413,Arjun Raj Yadav_9413,B,PhD,5.92,5.14,83.2,Yes,Yes,30.52,35.86,24.22,19.06,39.03,29.74,Fail,F
9414,Anjali Dev Gupta_9414,C,Graduate,4.45,6.01,53.04,Yes,Yes,1.46,29.54,26.96,24.99,16.79,19.95,Fail,F
9415,Vikas Prasad Singh_9415,B,Graduate,4.42,6.56,80.44,Yes,Yes,5.77,29.99,47.78,26.81,30.32,28.13,Fail,F
9416,Neha Kant Kumar_9416,B,Graduate,5.29,8.31,62.06,Yes,No,23.07,22.52,38.08,23.67,17.82,25.03,Fail,F
9417,Rohit Narayan Mishra_9417,C,Postgraduate,5.69,6.57,85.51,Yes,No,38.74,39.48,30.02,20.35,30.34,31.78,Fail,F
9418,Pooja Deep Tiwari_9418,A,School,6.0,5.33,100.0,Yes,No,13.48,32.03,27.76,31.29,26.58,26.23,Fail,F
9419,Karan Mohan Pandey_9419,A,Graduate,8.03,6.89,77.31,Yes,No,49.82,30.07,39.17,23.53,18.8,32.28,Fail,F
9420,Simran Shiv Chauhan_9420,B,School,5.05,5.28,52.58,No,Yes,28.43,26.16,29.22,44.08,18.79,29.34,Fail,F
9421,Amit Kumar Sharma_9421,C,School,6.44,4.48,65.24,Yes,Yes,20.44,29.35,28.51,40.54,28.21,29.41,Fail,F
9422,Rahul Singh Verma_9422,B,School,6.4,6.31,80.15,Yes,No,17.97,34.36,36.0,24.43,35.34,29.62,Fail,F
9423,Priya Raj Yadav_9423,B,Graduate,5.53,6.83,94.02,Yes,No,16.04,36.77,32.28,25.23,13.81,24.83,Fail,F
9424,Sneha Dev Gupta_9424,B,Postgraduate,3.71,6.73,58.25,Yes,Yes,23.31,20.91,52.01,14.09,39.11,29.89,Fail,F
9425,Arjun Prasad Singh_9425,C,School,6.15,6.56,100.0,No,No,23.71,23.84,37.8,29.32,27.15,28.36,Fail,F
9426,Anjali Kant Kumar_9426,C,Graduate,5.17,8.64,84.49,No,No,30.63,21.8,13.23,21.79,15.66,20.62,Fail,F
9427,Vikas Narayan Mishra_9427,A,Graduate,2.57,8.36,74.84,Yes,No,26.33,19.67,1.87,31.35,38.67,23.58,Fail,F
9428,Neha Deep Tiwari_9428,C,Graduate,6.02,5.51,87.96,Yes,Yes,35.08,24.35,20.08,14.07,27.99,24.31,Fail,F
9429,Rohit Mohan Pandey_9429,B,Postgraduate,2.06,7.63,56.0,Yes,Yes,25.51,34.44,27.37,36.11,25.62,29.81,Fail,F
9430,Pooja Shiv Chauhan_9430,B,School,5.47,9.0,61.3,Yes,Yes,27.91,24.8,34.41,25.38,36.45,29.79,Fail,F
9431,Karan Kumar Sharma_9431,A,School,3.67,8.61,54.38,No,No,27.16,19.42,51.16,40.83,33.53,34.42,Pass,C
9432,Simran Singh Verma_9432,C,School,4.74,7.71,100.0,Yes,No,17.92,27.99,22.28,27.44,15.3,22.19,Fail,F
9433,Amit Raj Yadav_9433,B,Postgraduate,2.41,6.34,75.2,Yes,No,39.31,33.41,23.11,21.95,33.28,30.21,Fail,F
9434,Rahul Dev Gupta_9434,A,PhD,3.41,4.93,77.75,Yes,Yes,16.75,21.64,25.04,23.51,45.89,26.56,Fail,F
9435,Priya Prasad Singh_9435,A,School,3.71,5.35,91.99,Yes,Yes,10.73,27.75,30.84,9.41,12.25,18.2,Fail,F
9436,Sneha Kant Kumar_9436,B,School,4.27,7.13,53.63,Yes,No,13.43,17.89,30.02,31.82,25.71,23.77,Fail,F
9437,Arjun Narayan Mishra_9437,B,Graduate,3.61,6.85,62.79,Yes,No,18.01,12.23,29.7,45.49,39.07,28.9,Fail,F
9438,Anjali Deep Tiwari_9438,C,Graduate,5.02,6.58,80.3,Yes,Yes,27.87,22.97,45.45,15.12,21.39,26.56,Fail,F
9439,Vikas Mohan Pandey_9439,A,Graduate,5.22,7.59,100.0,No,Yes,21.51,12.84,21.52,10.66,0.78,13.46,Fail,F
9440,Neha Shiv Chauhan_9440,B,PhD,3.83,7.9,88.31,Yes,No,12.69,53.53,24.77,47.6,32.77,34.27,Pass,C
9441,Rohit Kumar Sharma_9441,A,Postgraduate,4.56,7.9,80.34,No,No,41.8,40.32,14.14,15.28,34.97,29.3,Fail,F
9442,Pooja Singh Verma_9442,C,Postgraduate,5.3,7.38,78.87,No,Yes,29.32,24.1,6.99,30.22,24.98,23.12,Fail,F
9443,Karan Raj Yadav_9443,B,Graduate,1.13,7.12,91.89,No,No,16.55,27.23,28.12,32.6,11.99,23.3,Fail,F
9444,Simran Dev Gupta_9444,C,School,5.16,5.87,60.53,No,Yes,4.59,23.72,8.56,27.08,36.45,20.08,Fail,F
9445,Amit Prasad Singh_9445,A,Graduate,3.54,6.6,79.49,No,Yes,18.49,37.79,25.86,11.47,31.48,25.02,Fail,F
9446,Rahul Kant Kumar_9446,C,Graduate,1.0,6.93,82.04,Yes,Yes,22.62,33.89,18.99,41.36,19.53,27.28,Fail,F
9447,Priya Narayan Mishra_9447,C,School,3.91,6.44,71.04,Yes,No,24.82,22.39,31.98,23.79,25.48,25.69,Fail,F
9448,Sneha Deep Tiwari_9448,A,School,2.99,4.59,73.02,Yes,Yes,32.09,27.68,27.71,40.37,45.23,34.62,Pass,C
9449,Arjun Mohan Pandey_9449,C,Graduate,3.8,6.88,50.84,Yes,No,34.69,29.9,19.89,39.19,8.48,26.43,Fail,F
9450,Anjali Shiv Chauhan_9450,A,Graduate,5.2,6.43,66.74,No,Yes,0.0,48.26,43.65,49.51,34.38,35.16,Pass,C
9451,Vikas Kumar Sharma_9451,B,Graduate,5.78,6.33,40.0,Yes,Yes,23.5,33.62,13.63,30.08,21.82,24.53,Fail,F
9452,Neha Singh Verma_9452,A,School,6.43,7.19,85.09,Yes,Yes,40.9,29.21,19.18,21.94,22.92,26.83,Fail,F
9453,Rohit Raj Yadav_9453,A,Graduate,6.53,7.16,76.86,No,No,17.35,31.97,15.82,18.89,17.41,20.29,Fail,F
9454,Pooja Dev Gupta_9454,B,School,2.95,7.93,72.99,Yes,No,25.1,40.09,19.32,8.23,20.58,22.66,Fail,F
9455,Karan Prasad Singh_9455,A,Graduate,6.31,7.21,78.88,Yes,No,8.65,12.09,35.3,31.35,30.12,23.5,Fail,F
9456,Simran Kant Kumar_9456,B,Graduate,2.67,6.04,79.52,Yes,Yes,24.19,37.5,43.44,27.68,25.83,31.73,Fail,F
9457,Amit Narayan Mishra_9457,B,Postgraduate,6.09,8.09,69.83,Yes,Yes,37.95,16.05,36.89,11.66,25.16,25.54,Fail,F
9458,Rahul Deep Tiwari_9458,A,Postgraduate,5.36,8.3,54.07,Yes,Yes,6.71,16.03,21.9,35.26,25.93,21.17,Fail,F
9459,Priya Mohan Pandey_9459,C,Graduate,4.76,6.47,82.47,Yes,No,41.74,13.34,21.42,36.87,24.16,27.51,Fail,F
9460,Sneha Shiv Chauhan_9460,C,Graduate,3.17,8.0,60.14,Yes,Yes,14.04,23.9,23.62,52.28,33.7,29.51,Fail,F
9461,Arjun Kumar Sharma_9461,B,Graduate,6.3,6.7,80.25,No,No,27.35,21.32,46.28,23.92,24.55,28.68,Fail,F
9462,Anjali Singh Verma_9462,C,School,2.99,7.88,94.65,No,No,26.07,33.78,26.78,24.86,16.19,25.54,Fail,F
9463,Vikas Raj Yadav_9463,C,Graduate,4.47,8.09,100.0,Yes,No,21.0,30.78,3.26,30.49,16.52,20.41,Fail,F
9464,Neha Dev Gupta_9464,A,Graduate,4.6,5.74,80.7,No,Yes,30.76,41.63,36.09,44.41,38.25,38.23,Pass,C
9465,Rohit Prasad Singh_9465,B,Graduate,1.95,8.18,70.36,Yes,Yes,45.45,7.77,38.55,20.32,15.9,25.6,Fail,F
9466,Pooja Kant Kumar_9466,B,School,4.72,6.55,67.89,Yes,Yes,17.2,23.08,31.01,32.9,28.75,26.59,Fail,F
9467,Karan Narayan Mishra_9467,A,Postgraduate,2.86,6.97,80.08,Yes,Yes,40.88,30.19,32.85,35.24,26.16,33.06,Pass,C
9468,Simran Deep Tiwari_9468,C,School,6.66,7.83,45.86,No,No,34.85,25.29,46.26,28.85,28.51,32.75,Fail,F
9469,Amit Mohan Pandey_9469,B,School,8.56,6.19,62.93,No,Yes,27.52,13.27,21.28,26.14,21.63,21.97,Fail,F
9470,Rahul Shiv Chauhan_9470,C,PhD,3.4,7.69,63.57,Yes,No,34.06,27.86,30.54,31.6,26.89,30.19,Fail,F
9471,Priya Kumar Sharma_9471,B,Postgraduate,3.91,6.7,81.16,Yes,No,39.35,13.76,32.06,30.67,28.44,28.86,Fail,F
9472,Sneha Singh Verma_9472,B,School,4.75,5.95,74.16,Yes,No,29.72,18.22,38.17,26.19,14.94,25.45,Fail,F
9473,Arjun Raj Yadav_9473,B,Postgraduate,1.41,7.27,77.31,Yes,No,32.16,31.43,30.82,27.64,16.79,27.77,Fail,F
9474,Anjali Dev Gupta_9474,B,School,6.97,8.0,73.15,Yes,Yes,41.65,15.93,33.83,18.89,23.72,26.8,Fail,F
9475,Vikas Prasad Singh_9475,C,Graduate,4.02,6.63,71.7,Yes,Yes,44.88,17.8,29.41,34.29,31.92,31.66,Fail,F
9476,Neha Kant Kumar_9476,C,Graduate,3.9,5.28,79.58,Yes,Yes,23.64,35.98,38.85,29.81,16.54,28.96,Fail,F
9477,Rohit Narayan Mishra_9477,C,Graduate,5.53,6.11,85.46,No,No,25.54,19.3,31.84,10.47,21.84,21.8,Fail,F
9478,Pooja Deep Tiwari_9478,C,Graduate,4.63,5.65,91.02,Yes,No,16.94,27.22,36.29,24.92,28.77,26.83,Fail,F
9479,Karan Mohan Pandey_9479,A,School,4.75,9.0,74.6,Yes,No,30.08,25.83,22.44,24.74,29.69,26.56,Fail,F
9480,Simran Shiv Chauhan_9480,B,School,5.77,5.45,90.78,No,Yes,12.69,35.37,29.07,20.77,14.91,22.56,Fail,F
9481,Amit Kumar Sharma_9481,B,Graduate,4.31,3.77,98.85,No,Yes,0.0,28.4,23.64,29.79,18.33,20.03,Fail,F
9482,Rahul Singh Verma_9482,B,School,2.81,6.04,65.87,No,Yes,43.35,28.34,29.6,27.5,23.28,30.42,Fail,F
9483,Priya Raj Yadav_9483,A,PhD,6.34,6.72,86.87,Yes,Yes,23.31,35.01,29.71,29.44,42.62,32.02,Fail,F
9484,Sneha Dev Gupta_9484,C,Graduate,3.62,6.54,66.46,Yes,No,27.82,24.77,30.2,12.74,36.02,26.31,Fail,F
9485,Arjun Prasad Singh_9485,B,School,3.7,6.72,93.42,No,No,39.5,19.71,25.13,15.65,19.58,23.91,Fail,F
9486,Anjali Kant Kumar_9486,C,Graduate,4.85,4.96,77.82,Yes,Yes,22.8,30.29,12.91,28.33,45.44,27.95,Fail,F
9487,Vikas Narayan Mishra_9487,C,School,2.54,6.57,69.11,Yes,No,21.02,23.19,44.74,25.89,24.17,27.8,Fail,F
9488,Neha Deep Tiwari_9488,A,School,4.86,5.31,61.38,Yes,No,20.43,43.7,43.0,31.01,34.06,34.44,Pass,C
9489,Rohit Mohan Pandey_9489,A,Graduate,5.92,7.59,66.41,Yes,No,30.28,24.63,36.37,32.77,16.53,28.12,Fail,F
9490,Pooja Shiv Chauhan_9490,C,PhD,6.87,5.13,72.67,Yes,Yes,24.26,52.46,11.16,21.39,9.72,23.8,Fail,F
9491,Karan Kumar Sharma_9491,B,Graduate,5.61,6.4,91.86,Yes,No,26.42,34.71,21.02,28.57,32.01,28.55,Fail,F
9492,Simran Singh Verma_9492,B,School,6.11,5.55,70.54,Yes,No,23.74,21.54,35.1,25.45,41.18,29.4,Fail,F
9493,Amit Raj Yadav_9493,A,Graduate,3.54,7.64,68.24,Yes,No,51.11,30.3,29.93,17.62,27.82,31.36,Fail,F
9494,Rahul Dev Gupta_9494,A,School,5.74,5.94,100.0,Yes,No,32.38,47.95,18.79,25.54,5.36,26.01,Fail,F
9495,Priya Prasad Singh_9495,A,School,4.21,5.24,68.97,Yes,Yes,12.17,27.69,27.55,41.22,29.72,27.67,Fail,F
9496,Sneha Kant Kumar_9496,A,Postgraduate,6.24,7.77,57.65,Yes,No,20.35,34.11,10.17,11.54,25.22,20.28,Fail,F
9497,Arjun Narayan Mishra_9497,A,PhD,4.65,4.11,54.47,Yes,Yes,26.66,43.45,28.78,32.14,14.29,29.06,Fail,F
9498,Anjali Deep Tiwari_9498,A,School,6.12,7.33,63.95,Yes,No,42.22,31.03,41.29,15.13,26.73,31.28,Fail,F
9499,Vikas Mohan Pandey_9499,A,Graduate,4.74,6.9,74.96,Yes,No,22.4,32.69,9.55,55.63,10.29,26.11,Fail,F
9500,Neha Shiv Chauhan_9500,B,PhD,3.35,9.0,75.41,Yes,No,29.13,38.65,12.53,34.0,22.71,27.4,Fail,F
9501,Rohit Kumar Sharma_9501,A,School,4.56,7.28,65.72,Yes,Yes,25.79,35.6,33.38,33.78,12.79,28.27,Fail,F
9502,Pooja Singh Verma_9502,A,School,4.0,7.1,51.82,Yes,Yes,11.3,34.95,24.86,24.52,22.49,23.62,Fail,F
9503,Karan Raj Yadav_9503,B,Postgraduate,6.45,5.48,61.71,No,No,26.42,32.47,38.27,22.98,34.71,30.97,Fail,F
9504,Simran Dev Gupta_9504,B,Graduate,2.47,6.24,55.18,No,Yes,6.13,35.69,17.18,40.22,22.5,24.34,Fail,F
9505,Amit Prasad Singh_9505,C,School,1.98,6.81,40.0,No,Yes,22.93,11.44,43.03,15.66,33.17,25.25,Fail,F
9506,Rahul Kant Kumar_9506,A,School,4.94,8.21,40.25,Yes,Yes,10.81,34.66,22.31,37.1,13.76,23.73,Fail,F
9507,Priya Narayan Mishra_9507,A,School,4.02,5.58,79.44,Yes,Yes,33.71,18.86,29.24,27.9,30.28,28.0,Fail,F
9508,Sneha Deep Tiwari_9508,A,Graduate,2.78,4.29,70.42,No,Yes,29.62,21.95,40.9,36.3,25.69,30.89,Fail,F
9509,Arjun Mohan Pandey_9509,A,Postgraduate,4.45,6.59,83.82,Yes,Yes,30.33,37.47,31.03,24.37,25.34,29.71,Fail,F
9510,Anjali Shiv Chauhan_9510,C,Graduate,4.9,4.59,64.94,Yes,Yes,42.26,21.46,27.63,27.28,22.68,28.26,Fail,F
9511,Vikas Kumar Sharma_9511,B,Graduate,6.34,7.47,65.9,Yes,Yes,27.67,17.53,43.15,24.69,7.24,24.05,Fail,F
9512,Neha Singh Verma_9512,B,School,1.72,8.32,62.11,Yes,No,29.25,37.79,26.59,27.69,29.64,30.19,Fail,F
9513,Rohit Raj Yadav_9513,A,School,4.78,7.74,61.63,Yes,No,37.15,17.54,37.19,22.56,17.22,26.33,Fail,F
9514,Pooja Dev Gupta_9514,A,School,6.96,5.9,63.63,Yes,No,29.24,21.62,41.57,46.11,19.28,31.56,Fail,F
9515,Karan Prasad Singh_9515,A,Postgraduate,6.89,8.44,100.0,No,No,22.63,43.07,20.58,34.07,32.76,30.62,Fail,F
9516,Simran Kant Kumar_9516,C,Graduate,4.64,5.58,73.34,Yes,No,24.21,20.32,22.65,27.27,13.88,21.67,Fail,F
9517,Amit Narayan Mishra_9517,C,School,3.61,5.32,63.11,Yes,Yes,29.0,38.27,25.23,33.25,19.98,29.15,Fail,F
9518,Rahul Deep Tiwari_9518,B,Graduate,4.1,8.22,89.41,Yes,No,22.47,23.37,33.81,9.34,25.5,22.9,Fail,F
9519,Priya Mohan Pandey_9519,A,Postgraduate,3.02,6.07,74.62,Yes,Yes,20.56,14.83,13.28,35.85,21.95,21.3,Fail,F
9520,Sneha Shiv Chauhan_9520,A,Graduate,3.84,6.69,91.21,Yes,Yes,33.79,20.72,34.16,32.56,20.17,28.28,Fail,F
9521,Arjun Kumar Sharma_9521,A,School,4.62,7.72,82.46,No,No,28.05,18.4,23.58,6.94,26.19,20.63,Fail,F
9522,Anjali Singh Verma_9522,A,School,5.21,5.18,77.06,No,No,33.25,25.16,26.0,28.96,29.65,28.6,Fail,F
9523,Vikas Raj Yadav_9523,C,School,5.78,5.86,79.49,Yes,Yes,46.36,35.23,27.73,18.37,42.7,34.08,Pass,C
9524,Neha Dev Gupta_9524,B,Postgraduate,4.33,5.79,80.68,Yes,No,15.28,32.21,17.36,27.85,36.53,25.85,Fail,F
9525,Rohit Prasad Singh_9525,B,Graduate,4.22,6.22,55.89,Yes,Yes,17.09,32.85,26.25,30.05,40.3,29.31,Fail,F
9526,Pooja Kant Kumar_9526,C,Graduate,5.81,5.65,76.78,No,No,4.31,49.66,23.01,18.66,25.08,24.14,Fail,F
9527,Karan Narayan Mishra_9527,A,Postgraduate,3.99,6.95,79.22,Yes,No,13.24,29.82,34.12,22.58,23.15,24.58,Fail,F
9528,Simran Deep Tiwari_9528,B,PhD,5.55,6.93,81.14,Yes,No,13.08,43.89,27.39,25.65,28.3,27.66,Fail,F
9529,Amit Mohan Pandey_9529,B,School,2.02,6.5,67.68,Yes,Yes,17.75,35.12,47.25,32.84,30.37,32.67,Fail,F
9530,Rahul Shiv Chauhan_9530,C,School,5.2,6.77,93.1,Yes,No,11.68,29.61,27.64,28.13,21.3,23.67,Fail,F
9531,Priya Kumar Sharma_9531,A,Graduate,7.67,5.71,78.39,Yes,Yes,20.62,23.34,19.51,33.32,17.53,22.86,Fail,F
9532,Sneha Singh Verma_9532,B,School,3.11,6.53,68.8,Yes,Yes,39.72,56.42,24.79,5.74,9.7,27.28,Fail,F
9533,Arjun Raj Yadav_9533,A,Postgraduate,6.65,4.48,81.05,Yes,No,36.06,36.76,37.42,21.02,37.01,33.65,Pass,C
9534,Anjali Dev Gupta_9534,B,Postgraduate,5.54,7.69,90.62,Yes,Yes,37.98,15.89,41.14,35.11,30.55,32.14,Fail,F
9535,Vikas Prasad Singh_9535,C,Graduate,5.81,5.83,64.09,Yes,Yes,36.73,19.69,32.03,23.99,41.55,30.8,Fail,F
9536,Neha Kant Kumar_9536,A,School,5.5,5.88,62.12,No,No,31.54,23.08,43.95,30.49,27.95,31.4,Fail,F
9537,Rohit Narayan Mishra_9537,C,School,3.55,5.38,87.26,Yes,Yes,20.1,32.91,30.14,22.64,5.81,22.32,Fail,F
9538,Pooja Deep Tiwari_9538,B,School,2.54,6.67,89.46,Yes,Yes,41.13,48.33,41.28,16.47,34.9,36.42,Pass,C
9539,Karan Mohan Pandey_9539,C,Postgraduate,5.21,5.86,73.37,Yes,Yes,27.84,29.61,35.63,36.95,31.13,32.23,Fail,F
9540,Simran Shiv Chauhan_9540,C,School,4.32,7.26,72.2,Yes,Yes,7.66,7.52,6.07,27.62,28.55,15.48,Fail,F
9541,Amit Kumar Sharma_9541,C,School,2.41,5.24,88.34,No,No,12.01,30.75,27.52,19.21,30.63,24.02,Fail,F
9542,Rahul Singh Verma_9542,B,School,3.82,6.67,63.04,Yes,No,15.28,14.54,17.57,48.3,11.51,21.44,Fail,F
9543,Priya Raj Yadav_9543,A,PhD,2.92,7.01,40.0,Yes,No,22.38,24.97,23.92,25.2,35.86,26.46,Fail,F
9544,Sneha Dev Gupta_9544,C,Graduate,7.38,7.46,76.68,No,No,0.0,47.83,46.41,33.09,11.03,27.67,Fail,F
9545,Arjun Prasad Singh_9545,A,Postgraduate,5.76,7.3,76.69,Yes,No,31.86,32.9,27.65,37.94,32.25,32.52,Fail,F
9546,Anjali Kant Kumar_9546,B,Postgraduate,3.03,5.41,88.99,Yes,No,18.41,21.07,30.88,30.62,28.3,25.86,Fail,F
9547,Vikas Narayan Mishra_9547,A,Graduate,5.25,6.58,87.04,Yes,No,28.25,27.53,13.78,9.56,3.82,16.59,Fail,F
9548,Neha Deep Tiwari_9548,C,School,2.76,6.38,99.97,Yes,No,21.22,34.8,21.68,43.51,6.43,25.53,Fail,F
9549,Rohit Mohan Pandey_9549,C,School,1.77,5.24,78.99,Yes,Yes,27.06,32.25,21.21,13.71,28.59,24.56,Fail,F
9550,Pooja Shiv Chauhan_9550,C,Graduate,3.45,6.47,100.0,No,No,11.99,27.8,32.39,27.43,6.59,21.24,Fail,F
9551,Karan Kumar Sharma_9551,C,Postgraduate,4.27,4.83,92.57,Yes,Yes,29.37,43.83,52.21,19.31,33.39,35.62,Pass,C
9552,Simran Singh Verma_9552,C,School,5.07,6.78,76.67,Yes,Yes,18.46,18.48,19.57,35.67,8.14,20.07,Fail,F
9553,Amit Raj Yadav_9553,C,School,5.8,7.95,91.03,Yes,Yes,20.35,31.61,30.48,18.29,19.23,23.99,Fail,F
9554,Rahul Dev Gupta_9554,B,Graduate,3.96,7.7,61.61,No,No,44.64,24.86,21.11,29.87,33.05,30.71,Fail,F
9555,Priya Prasad Singh_9555,B,School,5.51,6.97,70.83,Yes,No,19.5,21.04,34.62,5.35,17.0,19.5,Fail,F
9556,Sneha Kant Kumar_9556,B,Graduate,2.1,6.81,72.75,No,Yes,36.65,23.24,45.73,42.31,19.0,33.39,Pass,C
9557,Arjun Narayan Mishra_9557,A,School,6.7,6.36,72.16,Yes,No,14.71,12.05,30.26,28.34,17.58,20.59,Fail,F
9558,Anjali Deep Tiwari_9558,A,School,2.16,9.0,87.8,Yes,Yes,14.7,31.2,24.06,38.59,27.95,27.3,Fail,F
9559,Vikas Mohan Pandey_9559,B,School,3.76,6.24,91.55,Yes,Yes,5.58,34.1,35.74,38.94,40.33,30.94,Fail,F
9560,Neha Shiv Chauhan_9560,A,Graduate,3.44,4.92,86.76,Yes,No,8.77,32.78,26.24,38.36,33.58,27.95,Fail,F
9561,Rohit Kumar Sharma_9561,A,Graduate,2.34,7.42,65.61,Yes,No,32.08,23.88,19.21,36.84,14.62,25.33,Fail,F
